,Song,Movie,Singers,Musicians,Lyricists,Year,Lyrics
152,Door Na Ja,Mitron,Sonu Nigam,Toshi,Kamil Sheikh,2018,Yeh jo mujhmein ek kami hai Kahin tu to nahi hai Mujhmein mujh sa kuchh nahi hai Jabse tu sang nahi hai Door na ja tujhe Rabb ka vaasta Tujhse mila mujhe Rabb ka raasta Door na ja tujhe Rabb ka vaasta Tujhse mila mujhe Rabb ka raasta Sun lafzon ki bheed mein Khamoshi kehti hai Sun sun lafzon ki bheed mein Kahmoshi kehti hai Dil ki baat aansu ban ke Aankhon se behti hai Mohabbat hai sila Tujhi se hai mila sathiya Door na ja tujhe Rabb ka vaasta Tujhse mila mujhe Rabb ka raasta Door na ja tujhe Rabb ka vaasta Tujhse mila mujhe Rabb ka raasta
153,Tera Hua,Loveratri,Atif Aslam,Tanishk Bagchi,Manoj Muntashir,2018,"Tere kareeb aa raha hoon Khud se main door ja raha hoon Yeh bewajah to nahi hai Tu jo mila Dheere dheere se tera hua Haule haule se tera hua Rafta rafta tera hua Tere bin main hoon be-nishaan x (2) Samjho zara, samjho ishaara Tera hoon main saara ka saara Jaise mujhe tumse hua hai Yeh pyar na hoga dobara Dil mein teri jo jagah hai Uski koyi toh wajah hai Yeh be-wajah toh nahi hai Tu jo mila Dheere dheere se tera hua Haule haule se tera hua Rafta rafta tera hua Tere bin main hoon be-nishaan x (2)"
154,Hard Hard,Batti Gul Meter Chalu,"Mika Singh, Prakrti Kakkar",Sachet-Parmapra,Sidharth-Garima,2018,"Bum main baby bomb laga doon Fuse main saare aaj udaa doon Floor ka badshah banke dikha doon Maine bol diya Baat baat pe gola baari Ek akela sab pe bhaari Mera vachan na jaaye khali Maine bol diya.. Hath lagayega shock tu khayega Bijli ki wire main Chipkega mujhse to liquid ho jayega Lagta tu soft bada Ho baby hard hard hard Baby hard hard hard Ho baby hard hard hard nachenge x (2) Tick-tick, tick-tick Bomb ka tere timer hai laga Phat na tu jana yahan Ae dick-chick, dick-chick Beat re DJ tu baja Rukna na rukna yahan Haye kapdon se phat’ti dekh meri jawani re Tu jo hai fire baby main bhi hoon paani Hum baby faad faad faad Baby faad faad faad Baby oh nachenge Ho baby hard hard hard Baby hard hard hard Ho baby hard hard hard nachenge x (2) 440 volt laga doon Speaker ko hi blast kara doon Elvis ki bhi class laga doon Maine bol diya Mummy teri bani Raveena Tap tap barse aag paseena Mujh jaisa na koyi kameena Maine bol diya Tu bhi khiladi aisa pakka Wide ball pe maare chhakka Hum bhi tera kuchh na udhaar rakhenge Ho baby hard hard hard Baby hard hard hard Ho baby hard hard hard nachenge x (2)"
155,Balma,Pataakha,"Rekha Bhardwaj, Sunidhi Chauhan",Vishal Bhardwaj,Gulzar,2018,"Ek tero balma, ek mero balma Ek tero balma, re ek mero balma Tero gundo balma, re mero neik balma Main to pardo mein dhaanp lungi mero balma Nanga ghumego galliyon mein tero balma Ek tero balma, re ek mero balma Tero gundo balma, re mero neik balma Ghi mein khawega daal bati mero balma Bhooka ghumego kheton mein tero balma Ek tero balma, re ek mero balma Tero gundo balma, re mero neik balma Chor uchakko re tero balma Jiya churawe hai mero balma Haan chor uchakko re ye tero balma Jiya churawe hai mero balma Nain ladaave saali se Saali nachaawe taali se Aarti bhar ke thaali mein Bhiksha maange Kaali se Jhoota sare jagat ka re tero balma Ek tero balma, re ek mero balma Tero gundo balma, re mero neik balma Paan Banaras ka mero balma Chaand amaawas ka tero balma Ho paan Banaras ka mero balma Chaand amaawas ka tero balma Tero to puro khota re Be pende ka lota re Dayein aankh se bhenga re Arey bayein hath ka thenga re Wa to thaali ka began re tero balma Ek tero balma, re ek mero balma Tero gundo balma, re mero neik balma Main to pardo mein dhaanp lungi mero balma Nanga ghumego galliyon mein tero balma Ek tero balma, re ek mero balma Tero gundo balma, re mero neik balma"
156,Chaav Laaga,Sui Dhaaga,"Papon, Ronkini Gupta",Anu Malik,Varun Grover,2018,"Kabhi sheet laaga Kabhi taap laaga Tere sath ka hai jo Shraap laaga nanwa bauraya Tere chaav laaga Jaise koyi ghaav laaga Tere chaav laaga Jaise koyi ghaav laaga Raaste aaste chal zara Raaste aaste chal zara Tere chaav laaga Jaise koyi ghaav laaga Tere chaav laaga Jaise koyi ghaav laaga Dekh lihaj chardeewari Baandh li tere ek ishari Preet ki chaadar chhoti maili Humne usmein pair pasare Kaafi hai tera sath re, sath re Tere chaav laaga Jaise koyi ghaav laaga Tere chaav laaga Jaise koyi ghaav laaga"
157,Chalte Chalte,Mitron,Atif Aslam,Tanishk Bagchi,Tanishk Bagchi,2018,Yeh chehre ishq na jaane Yeh parde hata deti hai Jahan dil ka hai thikana Yeh raahein bata deti hai Musafir main hoon phir bhi Manzil paas to hai Chalun main jis raah par Tu hai wahan Chalte chalte Chalte chalte Yun hi koyi mil gaya tha Yun hi koyi mil gaya tha Sare raah chalte chalte Tum se mila jo pehli dafa Aankhon ko sakoon mila Kareeb mere tu jo huva Safar ko karwan mila Tu mere paas hai phir bhi Bas ik baat to hai Chalein do saansein alag par Ik hai wajah Chalte chalte Chalte chalte Yun hi koyi mil gaya tha Yun hi koyi mil gaya tha Sare raah chalte chalte
158,Akh Lad Jaave,Loveratri,"Badshah, Asees Kaur",Tanishk Bagchi,-,2018,"Shuru! Jo akh lad jaave Saari raat neend na aave Mainu bada tadpaave Dil chain kahin na paave paave paave x (2) Khan khan khan khan choodi Teri khan khan khan khan khanke re Khan khan khan khan khanke Vekh vekh ke chehra Mera dil yeh dhak dhak dhadke re Dil yeh dhak dhak dhadke Tarsaave tere bin yeh reh na paave Maahi jo tu na aave aave aave Jo akh lad jaave Saari raat neend na aave Mainu bada tadpaave Dil chain kahin na paave paave paave Leti meri jaan hai teri ek look Baaki shaaki gaane ke jaise koi hook Dekh ke chanda vi gaya tujhe chhup Baat meri sun baby bilkul chup x (2) Main baawli hoon teri Tu jaan hai  na meri Bas pyaar hi hai maanga Kis bata ki hai deri Baawli hoon teri Tu jaan hai  na meri Bas pyaar hi hai maanga Kis bata ki hai deri Aaja chal tu mere saath yaara chal tu Yeh raat kabhi na aave aave aave Jo akh lad jaave Saari raat neend na aave Mainu bada tadpaave Dil chain kahin na paave paave paave Saari raat, saari raat, saari raat Neend na aave jo akh lad jaave x (2) Jo akh lad jaave Jo akh lad jaave Khatam"
159,Aao Kabhi Haveli Pe,Stree,"Badshah, Nikhita Gandhi, Sachin-Jigar",Sachin-Jigar,"Badshah, Jigar Saraiya",2018,"Aao aao na babe aao aao x (4) Bas yeh bata de Kaahe dikhaye tantram Tu jo bole to Tere pichhe majnu ho jaaun Kehne main aati Hai humko thodi si sharam But teri godi ka Pillow bana ke so jaaun Ho kehte aaye hum to February se Niklo kabhi darling Chanderi se Tanik aao kabhi haveli pe Oho aaye haaye oho Aao kabhi haveli pe Aaye haaye aa gaya, aa gaya Aao kabhi haveli pe Arre sote sote bhookh lagi Kha le baby moongfali Moongfali mein dana nai Kisi ko kuchh bhi batana nai Jo bolegi kar doonga Par karna sab chupchaap hai Dil-vil tera churana nai Kyon ki chori karna paap hai Paap hai! Tera yaar sabhi ka baap hai Aaj raat ka dress code hai Lal choli mein aankh micholi Ban jaaun main Anushka Aur tu ban jaaye Kohli Par lagna dude AF tu Ban-than aaja ASAP tu Setting hai seedhi teri saheli se Jhumka mangwaya humne Bareilly se Tanik aao kabhi haveli pe Aa gaya, dekho na aa gaya Aa gaya, dekho na Aao kabhi haveli pe x (2) Aao aao na babe aao aao x (4) Aa gaya, aa gaya!"
160,Dekhte Dekhte,Batti Gul Meter Chalu,Atif Aslam,Rochak Kohli,Manoj Muntashir,2018,"Rajj ke rulaya Rajj ke hasaya Maine dil kho ke ishq kamaya Maanga jo usne ek sitara Hamne zameen pe chand bulaya Jo aakhon se haye Woh jo aakhon se ik pal na ojhal huye Woh jo aakhon se ik pal na ojhal huye Laapata ho gaye dekhte dekhte Sochta hoon Sochta hoon ke woh kitne masoom thhe Sochta hoon ke woh kitne masoom thhe Kya se kya ho gaye dekhte dekhte Sochta hoon ke woh kitne masoom the Kya se kya ho gaye dekhte dekhte Sochta hoon ke woh kitne masoom thhe Sochta hoon ke woh kitne masoom thhe Kya se kya ho gaye dekhte dekhte Woh jo kahte the bichhdenge na hum kabhi Woh jo kahte the bichhdenge na hum kabhi Alvida ho gaye dekhte dekhte Sochta hoon Ek main, ek woh aur shaamein kayi Chand roshan thhe tab aasmaan mein kayi x (2) Yaariyon ka woh dariya utar bhi gaya Aur hathon mein bas reth hi reh gayi Koyi puchhe ke haye Koyi puchhe ke humse khata kya huyi Kyun khafa ho gaye dekhte dekhte Aate jaate thhe jo saans banke kabhi Aate jaate thhe jo saans banke kabhi Woh hawa ho gaye dekhte dekhte Woh hawa ho gaye haye Woh hawa ho gaye dekhte dekhte Alvida ho gaye dekhte dekhte Laapata ho gaye dekhte dekhte Kya se kya ho gaye dekhte dekhte Jeene marne ki hum thhe wajah aur hami Jeene marne ki hum thhe wajah aur hami Bewajah ho gaye dekhte dekhte… Sochta hoon Sochta hoon ke woh kitne masoom thhe Sochta hoon ke woh kitne masoom thhe Kya se kya ho gaye dekhte dekhte Kya se kya ho gaye dekhte dekhte Kya se kya ho gaye"
161,Tum,Laila Majnu,Atif Aslam,Niladri Kumar,Irshad Kamil,2018,Tum nazar mein raho Khabar kisi ko na ho Aakhein bolein Ho lab pe khamoshi Aakhein bolein Ho lab pe khamoshi Tum chalo jiss dagar Wo meri rehguzar Aakhein bolein Ho lab pe khamoshi Aakhein bolein Ho lab pe khamoshi Dooriyan kam kar de Pyar ka ambar de Zulfon ka wo aasmaan Bas aakhon pe meri ho tamaam Subah subah yeh baat ho Nazar mile zara zara raat ho Khule mausam Tum nazar mein raho Khabar kisi ko na ho Aakhein bolein Ho lab pe khamoshi Aakhein bolein Ho lab pe khamoshi
162,Sarphiri,Laila Majnu,"Shreya Ghoshal, Babul Supriyo",Niladri Kumar,Irshad Kamil,2018,"Sarphiri si baat hai teri Aayegi na yeh samajh meri Hai yeh phir kyun dar mujhko Main na keh doon haan tujhko Sarphiri si baat hai teri Aayegi na yeh samajh meri Bhooli main beeti Kaisi hoon jeeti Aankhon se main teri Khwaabon ko dekhti huyi Sarphiri si baat hai meri Aayegi na yeh samajh teri Chalo baaton mein baatein gholein Aao thoda sa khud ko kholein Jo na the hum, jo honge nahi Aaja dono woh ho lein Teri baatein sochti hoon main Teri sochein odhti hoon main Mujhe khud mein uljha kar Kiya ghar mein hi beghar Sarphiri si baat hai meri Sarphiri si baat hai teri"
163,Gold Tamba,Batti Gul Meter Chalu,Nakash Aziz,Anu Malik,Sidharth-Garima,2018,Ho baby chal aaj Bol dating dating khelein Mujhko tu jaanu Haaye rating rating de de Badi badi gaadiyon mein Tour pe le jaaun Ghadi wadi dekh tujhe Kaun si dilaun Karne de doosron ko Waitng waitng ab tu Arre kaahe ki do naiya Ik main hi tera saiyan Europe dikha ke laun tujhe Kya tehri chamba When you getting gold Why go for tamba? x (2) Laate ko kar de tata Kar ke bahana Baby kalyung hai Anti hero ka zamana When you getting Gabbar Why go for Sambha? x (2) When you getting gold Why go for tamba? Dar matt raani mujhe Kass ke pakad le Mujhko jakad ke baaki Sabko akad de x (2) Akkad bakkad baaki pencil mein rubber Ho baby use the rubber Baaki sabko mita ta.. ta.. Dikhe khidki se chanda Chand taare laga doon Barse shower se flower Aisa bangla bana doon Arre kaahe ke sab offer Main aashikon ka topper Bijli tu meri baby Main tera khambha When you getting Rambo Why go for Ranjha? x (2) When you getting gold Why go for tamba? x (2)
164,Hafiz Hafiz,Laila Majnu,Mohit Chauhan,Niladri Kumar,-,2018, Hukus bukus teli vann che kus Onum batta lodum deg Shaal kich kich wangano Brahmi charas puane chokum Brahmish batanye tekhis tyakha Hukus bukus teli vann che kus Koyi fikar nahi hai Koyi garz nai Bas ishq hai Koyi marz nahi Mujhe fikar nahi hai Mujhe akal nai Main asal mein tum hoon Teri nakal nahi Koyi fikar nahi hai Koyi garz nai Bas ishq hai Koyi marz nahi Mujhe fikar nahi hai Mujhe akal nai Main asal mein tum hoon Teri nakal nahi Hafiz hafiz ho gaya hafiz Hafiz hafiz ho gaya hafiz Hafiz hafiz ho gaya hafiz Hafiz hafiz ho gaya hafiz Kafir kafir ban gaya kafir Kafir kafir ban gaya kafir Kafir kafir ban gaya kafir Kafir kafir ban gaya kafir x (2) Tujhe kya lagta hai Yeh hum kar rahe hain Hamari kahaani likhi huyi hai
165,Nazar Na Lag Jaaye,Stree,Ash King,Sachin-Jigar,Vayu,2018,"Gori ae, tu kinni gori ae Tu zameen pe chaand ki jodi hai Buri ae, badi buri ae Duniya ki neeyat chhoriye Nazar na lag jaaye jaanu Thought yeh ghabraye saanu x (2) Ho silky kurti yeh Jo tu pehan ke aaj tu nikli hai Halki si umadati Ghoom jaaye maare hit chhoriye Nazar na lag jaaye jaanu Thought yeh ghabraye saanu x (2) Ho maathe pe gore Kala tika bana le mujhko Tujhko balaon se bacha loon Hai dhoop ye zaamana Oss ki boond hai tu Palkon ki chhaon mein chhupa loon Ho goriye yeh meri theory hai Ki yeh teri meri lead mein story hai Sorry ae khoob sorry ae Hai jo beech mein apni doori yeh Nazar na lag jaaye jaanu Thought yeh ghabraye saanu x (2) Gori ae, tu kinni gori ae Tu zameen pe chaand ki jodi hai Buri ae, badi buri ae Duniya ki neeyat chhoriye Nazar na lag jaaye jaanu Thought yeh ghabraye saanu x (2)"
166,This Party Is Over Now,-,Yo Yo Honey Singh,Yo Yo Honey Singh,"Yo Yo Honey Singh, Hommie Dilliwala",2018,"This party is over now Ho jao saare sober now x (3) Bartender ko bolo ji Aur na botal kholo ji Apna sangi sathi dhoondho Ab sab ghar ko ho lo ji This party is over now Ho jao saare sober now This party is over now Now now now now Over now x (8) Su chhe saaro chhi chhi Gandi gandi daaru chhe x (3) Su chhe saaro chhi chhi Gandi gandi gandi gandi gandi Bartender ko bolo ji Aur na botal kholo ji Apna sangi sathi dhoondho Ab sab ghar ko ho lo ji This party is over now Ho jao saare sober now This party is over now Now now now now Over now x (8) Cham cham cham cham lights on Aadhi janta ghar ko gone Simple logon ki hai party Na koyi gangster na koyi don Nasha utaarne ke Mere paas saare bhed hain Party ho gayi over Asuvidha ke liye khed hai Jinko chadh gayi zyada Unpe 500 ka zurmana Anti alcoholic yeh hai Yo yo ka naya naara Mitron, bekar ke shauk na paalo Mitron, daaru pe nakhre na daalo Mitron, youth ko samjha lo Mitron, jaljeere se kaam chala lo This party is over now Ho jao saare sober now x (2) Bartender ko bolo ji Aur na botal kholo ji Apna sangi sathi dhoondho Ab sab ghar ko ho lo ji This party is over now Ho jao saare sober now This party is over now Now now now now Dekheo dekho dekho yeh aaya kaun Yo Yo Honey Singh! Mitron, su chhe saaro chhi chhi Gandi gandi daaru chhe x (4) Yo Yo Honey Singh! Mitron, mitron, mitron, mitron Mitron!"
167,Koi Gal Nai,Happy Phirr Bhag Jayegi,"Shahid Mallya, Piyush Mishra",Sohail Sen,Mudassar Aziz,2018,"Oho chalo koi gal nai x (2) Zindagi ki road pe life ka load hai Koi gal nai, chalo koi gal nai Hod mein duniya ya duniya mein hod hai Koi gal nai, chalo koi gal nai x (2) Haan bikhar pade sab sapne hain Ghair bhi apnon se apne hain Lakhon ki hai kismat apni Par lafde karod hain koi gal nai Chalo koi gal nai, gal nai, gal nai Gal nai, gal nai, chalo koi gal nai x (2) Ho zindagi ki road pe life ka load hai Koi gal nai, chalo koi gal nai Haye hod mein duniya ya duniya mein hod hai Koi gal nai, chalo koi gal nai Aa jao tumko sunayein hum Kahani ek chidiya ki, chidiya ki Jab uddi phurrr se woh to huyi Aisi taisi duniya ki, duniya ki Rayate phail gaye x (4) Aa jao tumko sunayein hum Kahani ek chidiya ki, ch ch ch chidiya ki Jab uddi phurrr se woh to huyi Aisi taisi duniya ki, duniya ki Ho rasta bhale anjana hai Door bohat usse jaana hai Sidhi sidhi lagti hai sun’ne mein story Par story mein mod hai koi gal nahi Chalo koi gal nai, gal nai, gal nai Gal nai, gal nai, chalo koi gal nai x (2) Ho zindagi ki road pe life ka load hai Koi gal nai, chalo koi gal nai Haye hod mein duniya ya duniya mein hod hai Koi gal nai, chalo koi gal nai Out of all those riddles You just got to know That life has not given you chances That you get to blow So go out there and risk it Like you some kind of wiz kid Just fix it or mix it Don’t get down till you pull up the show Jo likha hai teri kismat mein Woh hunda reh jayega Yoon hi phirega kalla Teri kaun sunega galla Ik baar toh bol de halla Teri mushkil ka koi hal nai To kaake koi gal nai Mere khayal mein pyare Lakhon ka koi sawal hai, sawal hai Nikale tu sawal ko khayal se to Tu kamaal hai, kamaal hai Bheje pakk gaye x (4) Mere khayal mein pyare Lakhon ka koi sawal hai Sa sa sawal hai Nikale tu sawal ko khayal se to Tu kamaal hai, kamaal hai Khel naseeb ka kaisa hai Akal se bada kyun bhaisa hai Akal ladayein ya bhaisa bhagayein Haye kaisi yeh daud hai koi gal nai Chalo koi gal nai, gal nai, gal nai Gal nai, gal nai, chalo koi gal nai x (2) Zindagi ki road pe life ka load hai Koi gal nai, chalo koi gal nai Haye hod mein duniya ya duniya mein hod hai Koi gal nai, chalo koi gal nai"
168,Chogada,Loveratri,"Darshan Raval, Asees Kaur",Lijo George,"Darshan Raval, Shabbir Ahmed",2018,"Ho aavi gayi raat Mann bhulo badhi baat Prem niya mausam chhe Ab aao mere paas Reh jao mere sath Prem niya mausam chhe x (2) Mil jaaye mujhko agar sath tera To bhoolun main saara jahan Chogada tara, chabila tara Rangeela tara Rang bheru jue tari vat re Chogada tara, hoye chabila tara Hoye rangeela tara Rang bheru jue tari vat re Chhup chhup ke tumhein Dekha main karoon Saari saari raat Saari saari raat Chhup chhup ke mujhe Dekha tu kare Saari saari raat Saari saari raat Mil jaaye mujhko agar sath tera To bhoolun main saara jahan Chogada tara, chabila tara Rangeela tara Rang bheru jue tari vat re Chogada tara, hoye chabila tara Hoye rangeela tara Rang bheru jue tari vat re"
169,Chin Chin Chu,Happy Phirr Bhag Jayegi,"Jassie Gill, Sonakshi Sinha",Sohail Sen,Mudassar Aziz,2018,"Nachdi taan lagdi aa ghaint sona Aake aithe mere kole baith sona Haye nachdi taan lagdi aa ghaint sona Aake aithe mere kole baith sona Ho akhiyan kar gayi jaadu-tona Lafzan ho gaya auna pauna Life set ho jaani ae Je set ho jaani tu Mera naam chin chin chu Chin chin chu, baba chin chin chu Raat chaandni main aur tu Hello mundeya how do you do x (2) Wah wah, wah wah Wah wah, wah wah Mundeya tera shudayi Ishqe da yeh sipahi Kadd ke lai gayi dil tu Lakh lakh yaar badhayi Singapore da joban tera Shanghai di angdayi Dil pe rakh le hath zara Ho jaaye na paagal tu x (2) Mera naam chin chin chu Chin chin chu, baba chin chin chu Raat chaandni main aur tu Hello mundeya how do you do x (2) Mera naam chin chin chu Chin chin chu, baba chin chin chu Night shining main aur tu Kiddan pappe how do you do"
170,Pyar Le Pyar De,Genius,"Dev Negi, Ikka Singh, Iulia Vantur",Himesh Reshammiya,"Manoj Muntashir, Kumaar, Shabbir Ahmed",2018,"Tumhne dekha wohi jo Meri aankhon ne dekha Band aankhon mein Sapne kayi the Magar tumne dekhe kahaan Al mista baby, al habibi x (7) Al mista baby Sukoon jannat karaar de Nazar ki chaabuk se maar de Sharam ka parda utaar de Pyar de pyar le Pyar de pyar le x (2) Aise to kamar tu hila mat Hawa mein husn ka nasha tu mila mat Na matak tu aise zor ko jala mat Koyi tujhe chhede aayi uski shaamat Ladki solo karti hain grind Sabse fine teri body ka design Body kare playing baby Everybody go blind Tera ek ek move ko karun main rewind Main tere pichhe pagal Tera hoon deewana Mujhe kar pyar na aise tadpa na Mujhe kare kiss meri ban ja Mrs. Bhadki aag ko na aur bhadka na Teri khushboo jaise urdu mashallah Teri aankhein raaz gehra mashallah Ho tere sang baar baar Yaar mere pyar karne ko mera jee karda Ek lamha bhi door reh ke Tere bina nahi mera jee lagda Do dil ka markaz nikaar de Bhanwar se qashti ubaar de Meri khiza ko bahaar de Pyar de pyar le Pyar de pyar le Kuchh haseen pyar ke Lamhe udhaar de Pyar de pyar le Pyar de pyar le Tera hoon deewana Na aise tadpa na Ban ja Mrs. Ko na aur bhadka na Tera hu deewana Na aise tadpa na Bann ja main sis Ko na aur bhadka na Sukoon jannat karaar de Nazar ki chaabuk se maar de Sharam ka parda utaar de Pyar de pyar le Pyar de pyar le Kuchh haseen pyar ke Lamhe udhaar de Pyar de pyar le Pyar de pyar le Al mista baby, al habibi x (8)"
171,Aahista,Laila Majnu,"Arijit Singh, Jonita Gandhi",Niladri Kumar,Irshad Kamil,2018,Tum mere ho rahe Ya ho gaye Ya hai fasla Poochhe dil to kahun main kya bhala Dil sawalon se hi na de rula Hota kya hai aahista aahista Mere ho na aahista aahista Maine baat yeh tumse kehni hai Tera pyar khushi ki tehni hai Main shaam sehar ab hassta hoon Maine yaad tumhari pehni hai Mere ho na aahista aahista Hoona kya hai aahista aahista
172,Tujhse Kahan Juda Hoon Main,Genius,"Himesh Reshmmiya, Neeti Mohan",Himesh Reshmmiya,Shabir Ahamed,2018,Tere chehre se ab na Meri nazar hat-ti hai Teri duaon mein shaamil Meri dua rehti hai Tujhse kahan juda hoon main Tujhse kahan juda hoon main Ek tujhpe hi fanaa hoon main Tujhse kahan juda hoon main Tere chehre se ab na Meri nazar hat-ti hai Teri duaon mein shaamil Meri dua rehti hai Tujhse kahan juda hoon main Tujhse kahan juda hoon main Ek tujhpe hi fanaa hoon main Tujhse kahan juda hoon main Mukhtasar mulakatein Umar bhar ki bechaini Tere ishq ne aksar Raahatein aksar chheeni Jo keh na saki woh kahaani hai tu Meri mukammal zindaghani hai tu Tere chehre se ab na Meri nazar hat-ti hai Teri duaon mein shaamil Meri dua rehti hai Tujhse kahan juda hoon main Tujhse kahan juda hoon main Ek tujhpe hi fanaa hoon main Tujhse kahan juda hoon main Bakhuda meri manzil Raasta hai mera tu Mere dil ki jannat ka Shaam aur savera tu Mauzood hai meri tu har saans mein Tu hai tu bas har ehsaas mein Tere chehre se ab na Meri nazar hat-ti hai Teri duaon mein shaamil Meri dua rehti hai Tujhse kahan juda hoon main Tujhse kahan juda hoon main Ek tujhpe hi fanaa hoon main Tujhse kahan juda hoon main
173,Kamariya,Stree,"Aastha Gill, Sachin Sanghvi, Jigar Saraiya, Divya Kumar",Sachin-Jigar,Vayu,2018,"Ho seeli peeli baanke oh balam Tod de bharam, chhod de ghabrana Bajaye tu yeh door se horn kya Dil ke saare button khol de Khul ke bol de, sehme rahiyo na Bata de tera aaj hai plan kya Aaj bijli bhi girwani hai Fire bhi lagwani hai Jo tu aa ke baby hamre sath ma Aa aa aa aa ke Kamariya hila de hila de hila de hila de Hila de hila de nazariya Hila de hila de hila de hila de Hila de hila de kamariya Hila de hila de hila de hila de Hila de hila de nazariya Hila de hila de hila de hila de Hila de hila de Ho haaye re mera dil lai le Haaye re meri jaan lai le Badle mein tu thodi si Haan thodi si to kamariya hila de Ho haaye re mera dil lai le Haaye re meri jaan lai le Badle mein tu thodi si haan thodi si Kamariya hila de hila de hila de hila de Hila de hila de nazariya Hila de hila de hila de hila de Hila de hila de kamariya Hila de hila de hila de hila de Hila de hila de nazariya Hila de hila de hila de hila de Hila de hila de"
174,Nazarbattu,Yamla Pagla Deewana Phir Se,Sachet Tandon,Sachet-Parampara,Pulkit Rishi,2018,"Thodi meethi, thodi teekhi Pind mein ladki aa gayi hai Haye re taube mach gaye hain Sabki latki subah Tujeh aankhon mein bharne ke liye Kar rahe jagraate Tere husn ke kitne charche hain Sansani khabar yahan Chale na jaadu kaala Tone par langar daala Ghus gaye saare dekho tantar mantar Nazarbattu main tera bana Haan main tera bana Oye main tera bana Haan haan main tera bana Nazarbattu, buri nazron ka pehra bana Haan main pehra bana Oye main pehra bana Haan haan main pehra bana Nazarbattu Thodi khalbali, tholi chulbali Aafat ki pudiya hai oye Adaa nasheeli dekh ke Kitnon ka paara chadha Tu door rahe bure saaye se Khud baandhe kaale dhaage Itra ki mehak se teri Badla badla mera jahan Chale na jaadu kaala Tone par langar daala Ghus gaye saare dekho tantar mantar Nazarbattu main tera bana Haan main tera bana Oye main tera bana Haan haan main tera bana Nazarbattu, buri nazron ka pehra bana Haan main pehra bana Oye main pehra bana Haan haan main pehra bana Nazarbattu"
175,Holi Biraj Ma,Genius,Jubin Nautiyal,Himesh Reshammiya,Manoj Muntashir,2018,"Holi hai, holi hai Prem ke saare mantar ratt ke Teri khoj mein dar-dar bhatke Khol de Radha patt ghoonghat ke Sa ra ra Log batayein jamuna tatt ke Roop hai tera sabse hat ke Jo dekhe woh rasta bhatke Sa ra ra Sa ra ra ra ra holi Biraj ma Tujhse hai rangoli Biraj ma Tu meri humjoli Biraj ma Tujhse hai rangoli Biraj ma x (2) Holi hai, holi hai Shaam-o-sehar bas teri baatiyan Tere bina be-swaadi raatiyan Aaja re aa bhi ja yeh mann tarse Holi hai Prem ke saare mantar ratt ke Teri khoj mein dar-dar bhatke Khol de Radha patt ghoonghat ke Sa ra ra Log batayein jamuna tatt ke Roop hai tera sabse hat ke Jo dekhe woh rasta bhatke Sa ra ra Sa ra ra ra ra holi Biraj ma Tujhse hai rangoli Biraj ma Tu meri humjoli Biraj ma Tujhse hai rangoli Biraj ma x (2) Holi hai, holi hai"
176,Milegi Milegi,Stree,"Mika Singh, Sachin-Jigar",Sachin-Jigar,VAYU,2018,"Haye tere baare mein to sab se suna hai Sabko pata hai ki tu apsara hai Milti kahan hai tu kab se khada hai Aashiq tera haye bechara Itna pata hai ki koyi gufa hai Lekin gufa saali khud laapata hai Andar bhi ghuskar milti kahan hai Yaara phiroon maara maara Khel liye shot sabhi Dekh liye spot sabhi Had kahin bhi na lagi Haan ji, haan ji, haan ji lekin Milegi milegi Tujhe bhi milegi Mujhe bhi milegi Hoga chamatkar Milegi milegi Sabhi ko milegi Kabhi to milegi Sabar mere yaar Geeli geeli hey hey Bola tha maine, bola tha maine Saari pehne, saari pehne Aayegi lene dil tera, dil tera Dil tera, dil tera Aaye akeli, haye akeli Ya laaye saheli, uff saheli Kaisi bhi mili Milte ja, milte ja, milte ja, milte ja Mile le dream sajage Mile le cream laga ke Zid na kar oh kaake Na ji, na ji, na ji, na ji Kyunki Milegi milegi Tujhe bhi milegi Mujhe bhi milegi Hoga chamatkar Milegi milegi Sabhi ko milegi Kabhi to milegi Sabar mere yaar Geeli geeli geeli ha Geeli geeli hey hey"
177,Swag Saha Nahi Jaye,Happy Phirr Bhag Jayegi,"Sohail Sen, Shadab Faridi, Neha Bhasin",Sohail Sen,Mudassar Aziz,2018,"Breaking news hai Kudi ka roka ho gaya hai Majnu the jitne Unhein dhokha ho gaya hai Thekon par to aaj Bewafa sale lagi hai Thanda ghar choolha chauka Ho gaya hai Main to turr jaana NRI ban jaana hai Bas yehi afsana Ki reh jaana hai dil wali da Aashiqan di jaan twinkle baali da Swag saha nahi jaye Ambarsar wali da Haan aashiqan di jaan twinkle baali da Swag saha nahi jaye Ambarsar wali da Ho gehdi route pe phirte the jo Bhai style saware Ban gaye khud ladki wale Freind sabhi kanware Woh kasmein bholi bhaali College wali sab re jayengi Oh duniya khushiyon wali Khaali khaali tu kar jayegi Tera jo deewana ae Usko sab mil jaana Bas yehi afsana Ki reh jaana hai dil wali da Aashiqan di jaan twinkle baali da Swag saha nahi jaye Ambarsar wali da Haan aashiqan di jaan twinkle baali da Swag saha nahi jaye Ambarsar wali da Ambarsar wali da, Ambarsar wali da Ambarsar wali da, Ambarsar wali da"
