,Song,Movie,Singers,Musicians,Lyricists,Year,Lyrics
242,Lo Safar,Baaghi 2,Jubin Nautiyal,Mithoon,Sayeed Quadri,2018,Tumne jo hai maanga to Dil yeh haazir ho gaya Tumko maana manzil Aur musafir ho gaya Lo safar shuru ho gaya Humsafar tu ho gaya Dil ke bechaini ko aaya Ab kahin aaram hai Tun na ho to sochta dil Tujhko subah-o-shaam hai Is kadar tu har ek pal mein Mere shaamil ho gaya Lo safar shuru ho gaya Humsafar tu ho gaya Lo safar shuru ho gaya Mera humsafar tu ho gaya
243,O Saathi,Baaghi 2,Atif Aslam,Arko,Arko,2018,"Allah mujhe dard ke Kaabil bana diya Tufan ko hi kashti ka Saahil bana diya Bechainiyan samet ke Saare jahaan ki Jab kuchh na ban saka To mera dil bana diya O saathi tere bina Raahi ka raah dikhe na O saathi tere bina haan Saahil dhuan dhuan Aakhein moondein To jaane kise dhoondhein Ke soya jaaye na, ke soya jaaye na Kise dhoondhein Yeh khwahishon ki boondein Ke soya jaaye na, ke soya jaaye na Mano nindiya piroya jaaye na Mano nindiya piroya jaaye na Allah mujhe dard ke Kaabil bana diya Tufan ko hi kashti ka Saahil bana diya Bechainiyan samet ke Saare jahaan ki Jab kuchh na ban saka To mera dil bana diya O saathi tere bina Raahi ka raah dikhe na O saathi tere bina haan Saahil dhuan dhuan"
244,Heer,Baa Baaa Black Sheep,"Mika Singh, Mahalakshmi",Superbia,Rajesh Manthan,2018,Aivein chhad ke na ja kudiye Kol tu mere beh ja Dil tere bin soona lagda Dil vich aake reh ja Je tere darshan na hove Rowan meri akhan Ranjha tera dardi hoya Dard na kithe rakhan Heer Heer Heer Heer Heer Heer Heer Tainu takkda rawaan x (2) Je door tu jaave Mainu chain na aave Sun le dil di tu sadaa Ho aivein chhad ke na ja kudiye Kol tu mere beh ja Dil tere bin soona lagda Dil vich aake reh ja Pyar ko tere jaana maine Tu jeeta main haari Teri so gayi teri sajna Duniya tujhpe vaari Main to jeena bhool gayi thi Toone yaad dilaya Lagta hai aasan safar ab Tera sath jo paaya Heer Heer Heer Heer Heer Heer Heer Tainu takkda rawaan x (2) Je door tu jaave Mainu chain na aave Sun le dil di tu sadaa
245,Meri Khamoshi Hai,Pari,Ishan Mitra,Anupam Roy,Anvita Dutt,2018,Tere hi zikra ki jasoosi Meri khamoshi hai Rahoon main chup kyun Batooni meri khamoshi hai Jalte bujhte harf hain jo Hothon pe yeh barf kyun ho Inn sawalon ka tu jawab hai Sun zara Tere hi zikra ki jasoosi Meri khamoshi hai Rahoon main chup kyun Batooni meri khamoshi hai Dil tera chakore sa bhala kyun hai Chaand bagal mein tera Kandhon pe yeh khwaab aisa ladaa kyun hai Takiye pe rakh to zara Chhupe hain jo dil ke Surag dikha doon tujhe Tere hi zikra ki jasoosi Meri khamoshi hai Rahoon main chup kyun Batooni meri khamoshi hai
246,Patola,Blackmail,Guru Randhawa,Guru Randhawa,Guru Randhawa,2018,"Ni mitran di jaan te bane Jadon nikle, haye ni jadon nikle Mitran di jaan te bane Chadhdi jawani tera Gora gora rang ni Gora gora rang kare Mundeyan nu tangg ni Gore hathan vich, ni gore hathan vich Gore hathan vich laal chooda chhanke Ni mundeyan di jaan te bane Jadon nikle, haye ni jadon nikle Jadon nikle patola bann ke Ni mundeyan di jaan te bane x (2) Kala suit kala til mukhde te janchda Ve nazar na lage tainu Bacha ke baby rakh daan Ishare karde, ishare karde Ishare karde ni mundey dar dar ke Mundeyan di jaan te bane Jadon nikle, haye ni jadon nikle Jadon nikle patola bann ke Ni mundeyan di jaan te bane Akhan hi akhan ch pyar tere naal pa leya Gallan gallan vich tainu apni bana leya Supne de vich haye mai vyah karwa leya Haan karwa leya, vyah karwa leya x (2) Roz pichhe pichhe, ni roz pichhe pichhe Daily pichhe pichhe aawan chal chal ke Mundeyan di jaan te bane Jadon nikle, haye ni jadon nikle Jadon nikle patola bann ke Ni mundeyan di jaan te bane x (2) Mundeyan di jaan te bane"
247,Madamji Go Easy,Hichki,"Benny Dayal, David Klyton",Jasleen Royal,"Raj Shekhar, David Klyton",2018,"Chintam paye shipam Chennai to Dharavi Total gali ji machi modi nakani kaali Goli soda poleyenni seendi naka pungve Hey paple ingla paru hoor kula Dhaar maar dhaar maar Aaye ehde chali Iski suno, uski suno kiski suno kya kya kya Manjha tera, saddi meri Teri kati ha ha ha Khota zara sikka mera Phir bhi chala wah wah wah Chit bhi meri, pat bhi meri Dhat teri ki ja ja ja Madamji go easy Sab wifi hum 3G x (2) Vasco da Gama, Columbus ka mama Karne thikana diffuse khana Baat yeh sachchi, lagti hai kachchi Maatha pachchi Par is baari apni hai baari Hum teje hain maa teri phal hai Madamji go easy Sab wifi hum 3G x (2) Chintam paye shipam Chennai to Dharavi Total gali ji machi modi nakani kaali Goli soda poleyenni seendi naka pungve Chinna paeynar yer naal vekhi tu wicket ve Cricket le sachin saare Naama taalak superstar aye Hey paple ingla paru hoor kula Dhaar maar dhaar maar Madamji go easy Sab wifi hum 3G x (2) No no no no…"
248,Zaroori Bewakoofi,3 Storeys,Mohit Chauhan,Clinton Cerejo,Pushaan Mukherjee,2018,"Ek baar ki baat thi Ek dum fizool ki Parinda ik suljha tha Patang se uljha tha Ulta woh, ulta woh Mohabbat se phisla woh Gir kar sambhal kar woh Khoya khoya sa hans kar woh Akhiyon ki masti mein Jo daastan yeh jhalakti hai Dikhti hai, chhupti hai Haule se bulati hai Kahani atrangi si, paheli anokhi si Thodi adhoori si, zaroori bewakoofi si x (2) Baith kar woh sochta hai Parinda tha jo hamara Dagmaga chuka tha Phir iraada hichkichaya Sawalon se door, jawabon se door Us ehsaas ke pass jo khud mein Khud mein bhar-poor Lagti bas khud ki Par hai woh ab sabki Ik rangon ki toli Aabaad aur azaad  aisi kamaal ki Yeh sapnon ki jholi Kahani atrangi si, paheli anokhi si Thodi adhoori si, zaroori bewakoofi si x (2) Phir maqsad bhi muskuraya Aur uska waqt bhi palat aaya Ik phasne phasane ka fasana ab gudgudaya Soch se uchhla woh atrangi parinda woh Koshish ko poori karna tha Us falak ko jhatakna tha Tasveerein ummeedon ki Soyi huyi un khwaabon ki Jhaank kar nazar aayein jo Lagataar woh pukar kar mil jaayein Kahani atrangi si, paheli anokhi si Thodi adhoori si, zaroori bewakoofi si.."
249,Na Kasoor,Veerey Ki Wedding,"Javed Ali, Akanksha Bhandari",Farzan Faaiz,Faaiz Anwar,2018,Na kasoor dil ka hai Na to hai meri khata x (2) Tu pasand hai meri Itna hi mujhe pata Hona tha tujhse pyar hua Dil se mere ikraar hua x (2) Aashiq hoon bas main tera Kitne hi chehre dekhe the maine Tujh pe hi aaya yeh dil mera Yeh ishq laya kis raaste par Jeena hua hai mushkil mera Hona tha tujhse pyar hua Dil se mere ikraar hua x (2) Aashiq hoon bas main tera I Love you x (4) Jo dil kahe woh dede saza tu Galti pe apni sharminda hoon Aise hi tujhko chahunga pal pal Jab tak meri jaan main zinda hoon Hona tha tujhse pyaar huaa Dil se mere iqraar huaa x (2) Aashiq hoon bas main tera I Love you x (8)
250,Talli Tonight,Veerey Ki Wedding,"Meet Bros, Neha Kakkar, Deep Money",Meet Bros,Kumaar,2018,Udd jawan mera jee karda tainu laike Oh hello tainu duniya nu bye bye keh ke x (2) Kar le full taiyari Kar mere naal yaari Khul ja thoda thoda Tu bhi baby don’t be shy Kithe chali aen Kalli kalli kalli tonight Challi baby kis Gali gali gali tonight x (2) Kithe chali aen Kalli kalli kalli… Kyun tu ghoome hai kalli Chal ho ja baby talli Macha di tune mere dil mein khalbali Tu lage breaking news Udaa gayi mera fuse Dass tere ki hain views Me bruise baare honey Yeh backless black dress Kheeche mera interest Krantikaari main Par kranti laye teri hotness Teri aankhein haye Lagdi 90 ml da peg Saare fail kar diye nashe Main hoya poora set Tere hi naal Eh dil kare main reh jawan Tu yes kare Taan naal tainu le jawan Gallan karaan Main saari raat pyar diyan Laike tainu Main roof top te beh jaean Love ki ye chingari Lagti hai pyari Karan main romance tere naal Laake candle light Hey! Main ni jaana ve Kalli kalli kalli tonight Jaana baby teri gali gali gali tonight Main ni jaana ve Tere naina chon pee ke ke ke I wanna be sharabi tonight tonight
251,Happy Happy,Blackmail,"Badshah, Aastha Gill",Badshah,Badshah,2018,Winter ka mahina Us par tujh jaisi haseena Bolo phir mera dil Kyun na ho slip baby Aaya jo pasina Tujhe chhoota hai pasina Mera jaane kaisi deri toone Trip trip trip Main uddne lagi hoon high high high Huva tujhse connection jaise free ka wifi Sabko kar diya maine bye bye bye Aa tujhse milke kyun kabhi why why why Main happy happy hoon x (4) Pyar mein kya pad gaya Duniya se main ladd gaya Tujhko tha phansana jaanam Main khud hi phans gaya Ab scene thoda sad hai Little bit yeh bad hai Koyi kisi ka baby Time sab ka dad hai Ek dooje ke pichhe babu Ghoomein round and round hum Phat gaye underwear baby Ho gaye underground hum Faila dekho raita Na koyi sahayata Phir bhi muh pe smile rakh ke Baby gaaye ja Main happy happy hoon x (4) Jab karta aisi baatein tu hifi fi Lage mujhe bada cutiepie pie pie Sachchi muchchi baby no lie lie lie Mujhe nahi pata tell me why why why But main happy happy hoon Main happy happy hoon x (3)
252,Naam Hai Mera,Hate Story 4,Neeti Mohan,Tanishk Bagchi,Shabbir Ahmed,2018,Dil ki chaar deewaron pe Aashiq doobe kinaron pe Phir bhi labon pe Naam hai mera mera x (8) Main hoon tere armanon mein Main hoon tere afsanon mein Main hoon tere khayalon mein Main hi hoon Tere jigar ki khwaahish mein Teri wafaa ki bandish mein Mohabbaton ki ranjish mein Main hi hoon Mit gaye kitne isharon pe Phir bhi labon pe Naam hai mera mera x (8)
253,Sehmi Hai Dhadkan,Daas Dev,Atif Aslam,Vipin Patwa,Dr Sagar,2018,"Khwabon ki duniya mukammal kahan hai Jeene ki khwahish mein marna yahan hai Manzil yehi hai, yehi karwan hai Jeene ki khwahish mein marna yahan hai Sar par uthaya hai kyun aasmaan ko Agar badh hain jaati teri dhadkanein Sehmi hai dhadkan, sihri hai dhadkan Thehri hai dhadkan to kya ho gaya x (2) Purani kitabon ke panne sabhi Gawahi yahan dene aa jayenge Khayalon mein yaadon ke aakar ujale Sabhi daag dil ke mita jayenge Kisko fikar hai tumhari yahan par Agar badh hain jaati teri dhadkanein Sehmi hai dhadkan, sihri hai dhadkan Thehri hai dhadkan to kya ho gaya x (2) Saare ke saare hi vaade yahan Aankhon hi aankhon se beh jayenge Yaadon ke saare hi tukde magar Tujhmein hi baaki se reh jayenge Kis mod par hai tumhari yahan par Agar badh hain jaati teri dhadkanein Sehmi hai dhadkan, sihri hai dhadkan Thehri hai dhadkan to kya ho gaya x (2)"
254,Badnaamiyan,Hate Story 4,Armaan Malik,Baman-Chand,Rashmi Virag,2018,"Zindgaani ke lamhon ko tere naam kar diya Khud ho teri hi khatir badnaam kar diya Badnaamiyan milin, tanhaiyan badhin Badnaamiyan milin, tanhaiyan badhin Main teri aankhon mein Dekhta hoon khud ko Tumko kya dikhta hai Meri nazron mein kaho Dekhte chaahte sunah ko shaam kar diya Khud ho teri hi khatir kurban kar diya Badnaamiyan milin, tanhaiyan badhin Badnaamiyan milin, tanhaiyan badhin Zindgaani ke lamhon ko tere naam kar diya Zindgaani ke lamhon ko tere naam kar diya Khud ho teri hi khatir badnaam kar diya Badnaamiyan milin, tanhaiyan badhin Badnaamiyan milin, tanhaiyan badhin "
255,Nit Khair Manga,Raid,Rahat Fateh Ali Khan,Tanishk Bagchi,Manoj Muntashir,2018,"Ankh meri hans deve jadon tainu takkda Jaan ton vi zyada tu paas mainu lagda Mere khaali hathon ko hai tohfa tu rab da Tere jaisa hor koyi ho hi nai sakda Mere sajdon ko sathi ik dar kaafi Khuda na koyi mainu hor mangda Nit khair manga Oye nit khair manga sohnena main teri Dua na koyi aur mangda Dua na koyi aur mangda Nit khair manga sohnena main teri Dua na koyi aur mangda Dua na koyi aur mangda Bikhra hua tha kaanch ke jaisa Chhu liya toone to main sanwar gaya Umra mein usko ginta nahi main Tere bina jo waqt ghuzar gaya Janchta nahi hai rang hor koyi mainu Jab se main yaara tere rang rangda Nit khair manga Nit khair manga sohnena main teri Dua na koyi aur mangda Dua na koyi aur mangda Nit khair manga sohnena main teri Dua na koyi, dua na koyi aur mangda"
256,Mohabbat Nasha Hai,Hate Story 4,"Neha Kakkar, Tony Kakkar",Tony Kakkar,Kumaar,2018,Ishq mein mila hai Dard umra bhar ka Aasman hai bheega bheega Meri nazar ka Socha nahi tha Jo bhi huva hai Mohabbat nasha hai Ye kaisi sazaa hai Dil ke tadapne ka bhi Apna maza hai x (2) Aakhon ko gila hai jo Palkon pe likha hai wo Teri berukhi se Mujhe aitraz hai Tu jo hai khafa to Aisa jo hua to Dhadkanon se meri Dil naraz hai Tere bina lage mujhe Ishq tanhaiyon se bhara hai Mohabbat nasha hai Ye kaisi sazaa hai Dil ke tadapne ka bhi Apna maza hai Tooti huyi neendon se Kaise jodun sapne Tujhse hoon poochhti Bas yehi baat main x (2) Lamhe teri yaadon ke Leke in baahn mein Leti rahoon karwatein Saari saari raat main Teri wajah se hai ye gham Ya takdeer ki ye khata hai Mohabbat nasha hai Ye kaisi sazaa hai Dil ke tadapne ka bhi Apna maza hai x (2)
257,Hatt Ja Tau,Veerey Ki Wedding,Sunidhi Chauhan,Jaidev Kumar,Dr. Devendra Kafir,2018,"Oh hatt ja tau hat ja Oh hat ja tau hat ja Arre hatt ja re tau paachhe ne Manne talli hokar naachan de Ho mujhe chadh gayi, mujhe chadh gayi Ho mujhe chadh gayi aaj sharrat se Manne talli hokar naachan de Main aaj nahi hoon aape mein Manne talli hokar naachan de Main talli hokar nachungi Manne talli hokar naachan de Chaahe Shakira ko bulwa lo Competition full karwa lo x (2) Maarun thumke, maarun thumke Maarun thumke aaj farrat se Manne talli hokar naachan de Ho mujhe chadh gayi aaj sharrat se Manne talli hokar naachan de Main aaj nahi hoon aape mein Manne talli hokar naachan de Manne talli hokar naachan de Manne talli hokar naachan de Oh hatt ja tau hat ja Talli hokar naachan de"
258,Tum Mere Ho,Hate Story 4,"Jubin Nautiyal, Amrita Singh",Mithoon,Manoj Muntashir,2018,"Itne akele the hum-tum Tum mujhme main tum mein ghum Mere kaanon mein aahista se Us roz kaha tha jo tumne Kisi aur se na woh kehna Tum mere ho mere rehna Tum mere ho mere rehna Tum sath mera hardam dena Tum mere ho mere rehna Donon jahan mein hai ek jagah Jo mujhe badi mehfooz lage Teri baahein yeh bahein yeh teri Bas itni si duniya hai meri Baahon mein ghere rehna Tum mere ho mere rehna x (2) Tum na hote to dard yeh dil ka Hadd se badh jaata Ishq na karta, tum pe na marta Haan main mar jaata Mere andar mujhse zyada tum Chalo aaj karo yeh vaada tum Alvida alvida kabhi na kehna Tum mere ho mere rehna Tum mere ho mere rehna Tum sath mera hardam dena Tum mere ho mere rehna"
259,Pehla Nasha Once Again,-,"Jubin Nautiyal, Palak Muchhal",Anshuman Mukherjee,-,2018,"Chaahe tum kuchh na kaho Maine sun liya Ke sathi pyar ka mujhe chunn liya Chunn liya, maine sun liya haan Pehla nasha, pehla khumar Naya pyar hai, naya intezar Kar loon main kya apna haal Aye dil-e-bekarar Mere dil-e-bekarar tu hi bata Pehla nasha, pehla khumaar Udta hi phiroon Inn hawaon mein kahin Ya main jhool jaaun Inn ghataon mein kahin x (2) Ek kar doon aasman aur zameen Kaho yaaron kya karun, kya nahi Pehla nasha, pehla khumar Naya pyar hai, naya intezar Kar loon main kya apna haal Aye dil-e-bekarar Mere dil-e-bekarar tu hi bata Tu hi bata, tu hi bata Tu hi bata haan haan"
260,Boond Boond,Hate Story 4,"Jubin Nautiyal, Neeti Mohan",Arko,"Manoj Muntashir, Sanjay Gupta",2018,"Boond boond mein gumm sa hai Yeh savan bhi to tum sa hai Ek ajnabi ehsaas hai Kuchh hai naya, kuchh khaas hai Kasoor yeh sara mausam ka hai Boond boond mein gumm sa hai Yeh savan bhi to tum sa hai Chalne do manmarziyan Hone do gustakhiyan Phir kahan yeh fursatein Phir kahan nazdeekiyan Keh do tum bhi kahin Lapata to nahi Dil tumhara bhi kuchh Chahata to nahi Boond boond mein gumm sa hai Yeh savan bhi to tum sa hai Ek ajnabi ehsaas hai Kuchh hai naya, kuchh khaas hai Kasoor yeh sara mausam ka hai Boond boond mein gumm sa hai Yeh savan bhi to tum sa hai"
261,Ishtehaar,Welcome To New York,"Rahat Fateh Ali Khan, Dhvani Bhanushali",Shamir Tandon,Charanjeet Charan,2018,"Idhar jaaun, udhar jaaun Kasmakash mein hu main kidhar jaaun Mujhko bata de mere maula Khatm agar ho gaya safar jaaun Dil mein chubhne laga hai khaar koyi Pad gayi hai kahin darar koyi Mujhko padh kar woh aise bhool gaya Jaise kajaz pe ishtehaar koyi Dil mein chubhne laga hai khaar koyi Pad gayi hai kahin darar koyi Mujhko padh kar woh aise bhool gaya Mujhko padh kar woh aise bhool gaya Jaise kajaz pe ishtehaar koyi Kaun samjhega rok rakha hai Maine palkon pe abshar koyi Chhod jaane de, karke ghuzra hai Mere khwaabon ko taar taar koyi Mujhko padh kar woh aise bhool gaya Jaise kajaz pe ishtehaar koyi Chahta hoon main par nahi rehti Mujhko meri khabar nahi rehti Main hu aise ki jashn se pehle Toot jata hai jaise haar koyi Mujhko padh kar woh aise bhool gaya Jaise kajaz pe ishtehaar koyi Dil mein chubhne laga hai khaar koyi Pad gayi hai kahin darar koyi Mujhko padh kar woh aise bhool gaya Jaise kajaz pe ishtehaar koyi"
262,Aashiq Banaya Aapne,Hate Story 4,"Himesh Reshammiya, Neha Kakkar",Tanishk Bagchi,Manoj Muntashir,2018,"Mere bin sooni hain dil ki raahein Mere bin pyasi sabki nigahein x (2) Jo mile bole bhar ke woh aahein Suniye Aashiq banaya, aashiq banaya Aashiq banaya aapne x (2) Seene mein ghul ke Ishq dhadke to maza hai Hothon se padh le woh Jo hothon pe likha hai Meri nigahon mein tera Chehra rawa hai Gehre hain armaan Jaan-e-jaan pagal sama hai Aashiqui me haye kaisi Baaziyan hain kheli Jaan jaan keh ke toone Jaan meri le li Mere liye sabka dil hai awara Mere bin hona nahi hai ghuzara Mere sang jhoom le aake yaara Suniye Aashiq banaya, aashiq banaya Aashiq banaya aapne Deewane ruk ja tera humse samna hai Aakhon se chhoo le Chhoona hathon se mana hai Bechainiyon ka fasalon ka silsila hai Dard-e-jigar ka yeh sabab humko mila hai Khwaabon mein jo aaye jaaye Yaar hum wohi hain Hum kisi ko aasani se milte hi nahi hain Mere bin shaam hai benazara Mere bin bejiya har sitara Mere bin ishq hai besahara Suniye Aashiq banaya, aashiq banaya Aashiq banaya aapne x (2)"
263,Shuru Kar,Aiyaary,"Amit Mishra, Neha Bhasin, Rochak Kohli",Rochak Kohli,Manoj Muntashir,2018,"Roshan dil ka resha resha Na ho jaaye to kehna Jaisa socha sab kuchh waisa Na ho jaaye to kehna x (2) Zyada nahi to auna pauna Ya phir ratti bhar Shuru shuru kar, shuru shuru kar Shuru shuru kuchh shuru to kar Jahan bhi hai tu wahin se yaara Koyi kahani shuru to kar x (2) Shuru kar Shuru shuru kar Shuru kar Tu jugnu hai par noor tera Raaton ko khal jayega Tu kya hai, teri keemat kya Tujhko bhi pata chal jaayega x (2) Jud ja kisi soch ke aage Ban ke ek sifar Shuru shuru kar, shuru shuru kar Shuru shuru kuchh shuru to kar Jahan bhi hai tu wahin se yaara Koyi kahani shuru to kar x (2) Yeh ambar ki unchai to Bas aankhon ka dhoka hai Jisko sab mushkil kehte hain Sach puchho to woh mauka hai Duniya vuniya badal jaayegi Pehle badal nazar Shuru shuru kar, shuru shuru kar Shuru shuru kuchh shuru to kar Jahan bhi hai tu wahin se yaara Koyi kahani shuru to kar x (2) Shuru kar Shuru shuru kar Shuru kar"
264,Maine Socha Ke Chura Loon,-,"Arijit Singh, Shreya Ghoshal",Jeet Gannguli,Rashmi Virag,2018,Maine socha ke chura loon Tere honthon ki yeh nami Aur aise ke reh jaaye Is chori mein na kami Tere seene mein mera dil dhadke Aur raat ghuzar jaaye Meri awara si nazron ko Shayad ghar mil jaaye Maine socha ke chura loon Tere honthon ki yeh nami Reshmi zulfon ke jharne khol do Pankhudi se labon ki kuch bol do Gardan ki is surahi se Kuchh jaam chhalak jaaye Meri awara si nazron ko Shayad ghar mil jaye Maine socha ke chura loon Tere honthon ki yeh nami Kuchh kaho na abhi Hone do gunaah Jism ko tum mere Khud mein do panaah Koyi chor hawa do jismon se Ho kar na ghuzar jaaye Meri awara si nazron ko Shayad ghar mil jaye Maine socha ke chura loon Tere honthon ki yeh nami Aur aise ke reh jaaye Is chori mein na kami
265,Nainowale Ne,Padmaavat,Neeti Mohan,Sanjay Leela Bhansali,Siddharth-Garima,2018,"Nainowale ne ho Nainowale ne chheda mann ka pyala Chhalkayi madhu shala Mera chain rain nain apne sath le gaya Nainowale ne aaha, nainowale ne Nainowale ne chheda mann ka pyala Chhalkayi madhushala Mera chain rain nain apne sath le gaya Pag pag dolun re ho Pag pag dolun re Dag-mag si main chalti hoon Jagmag lau si jalti Tere nainon ki kaisi madira Tharr tharr kaanpun re tere teer se chhitti Chandan pe naag si lipti Main behosh tu nasha, aisi moh ki dasha Mera chain rain nain apne sath le gaya Nainowale ne aaha, nainowale ne Nainowale ne chheda mann ka pyala Chhalkayi madhu shala Mera chain rain nain apne sath le gaya"
